age,gradient_mean,overwrite_mean,activation_mean,plasticity_score
0,0.002714861692216669,0.022874908315456056,0.9319340467453003,0.11868290215411606
1,0.00042516335126632223,0.0006851391233973677,1.4431031718850136,0.6205413343566947
2,0.00031061968969045106,0.0006599959071458272,1.2952334567904473,0.47063168121284726
3,0.0003077866886821035,0.0006595057710249818,1.5171387434005736,0.46668586591001293
4,0.0002968732963858874,0.0006821012521401018,1.6249387234449386,0.43522709155501704
5,0.00027167246381715193,0.0006933782670084376,1.3361056715250015,0.39180424120710716
6,0.00035133601914029303,0.0007201010597509391,1.6545550599694252,0.48789143616514885
7,0.00027866954255476956,0.0007612086540286592,1.8502205565571785,0.3660834388121522
